frame_idx,timestamp,capture_ms,yolov8_ms,yoloworld_ms,annotate_ms
1282,2026-06-02T16:58:21,62.649,59.237,128.383,5.368
1283,2026-06-02T16:58:22,3.817,57.386,141.069,5.874
1284,2026-06-02T16:58:22,2.926,48.259,120.902,6.417
1285,2026-06-02T16:58:22,4.855,71.224,128.974,5.425
1286,2026-06-02T16:58:23,3.547,50.213,122.270,5.475
1287,2026-06-02T16:58:23,2.701,52.099,117.649,4.717
1288,2026-06-02T16:58:23,3.457,48.345,125.995,5.674
1289,2026-06-02T16:58:23,51.786,50.386,127.337,5.133
1290,2026-06-02T16:58:23,67.358,51.189,118.452,5.965
1291,2026-06-02T16:58:24,62.854,58.956,122.110,6.261
1292,2026-06-02T16:58:24,3.503,57.576,137.224,5.681
1293,2026-06-02T16:58:24,20.499,54.256,119.604,5.077
1294,2026-06-02T16:58:24,78.081,54.478,128.003,5.228
1295,2026-06-02T16:58:24,47.756,45.597,119.037,6.362
1296,2026-06-02T16:58:25,3.026,49.212,125.406,5.325
1297,2026-06-02T16:58:25,3.210,50.984,118.077,5.459
1298,2026-06-02T16:58:25,82.636,55.003,124.358,5.458
1299,2026-06-02T16:58:25,56.397,46.048,121.520,5.459
1300,2026-06-02T16:58:25,3.055,48.208,129.483,6.191
1301,2026-06-02T16:58:25,3.164,49.432,124.070,8.273
1302,2026-06-02T16:58:26,5.673,53.573,120.796,5.361
1303,2026-06-02T16:58:26,3.078,51.650,121.770,5.314
1304,2026-06-02T16:58:26,57.742,51.293,123.955,6.103
1305,2026-06-02T16:58:26,10.379,52.016,120.193,6.195
1306,2026-06-02T16:58:26,337.415,71.435,122.385,5.243
1307,2026-06-02T16:58:27,4.208,58.810,116.284,5.491
1308,2026-06-02T16:58:27,36.205,48.291,126.064,6.229
1309,2026-06-02T16:58:27,2.789,54.761,122.555,5.388
1310,2026-06-02T16:58:27,3.095,58.492,127.983,5.849
1311,2026-06-02T16:58:27,3.179,53.516,121.949,5.226
1312,2026-06-02T16:58:28,3.435,49.568,125.290,4.945
1313,2026-06-02T16:58:28,47.729,43.892,129.693,5.798
1314,2026-06-02T16:58:28,27.646,49.748,132.982,5.434
1315,2026-06-02T16:58:28,2.946,51.384,134.847,6.274
1316,2026-06-02T16:58:28,15.860,56.421,124.609,5.976
1317,2026-06-02T16:58:29,2.995,55.822,126.246,6.180
1318,2026-06-02T16:58:29,3.127,51.582,148.602,4.978
1319,2026-06-02T16:58:29,16.061,58.003,124.873,5.321
1320,2026-06-02T16:58:29,2.906,54.147,124.759,5.472
1321,2026-06-02T16:58:30,2.986,51.691,119.744,5.814
1322,2026-06-02T16:58:30,2.900,47.654,126.714,6.830
1323,2026-06-02T16:58:30,304.344,50.561,124.193,5.712
1324,2026-06-02T16:58:30,3.408,53.096,123.734,5.683
1325,2026-06-02T16:58:31,2.853,59.855,132.673,6.011
1326,2026-06-02T16:58:31,57.062,65.577,143.634,6.429
1327,2026-06-02T16:58:31,55.949,51.316,140.043,5.615
1328,2026-06-02T16:58:31,56.575,58.229,125.076,5.273
1329,2026-06-02T16:58:31,68.387,61.075,131.567,5.818
1330,2026-06-02T16:58:32,3.317,50.316,132.439,5.681
1331,2026-06-02T16:58:32,3.119,50.143,119.539,5.297
1332,2026-06-02T16:58:32,528.813,65.011,124.068,6.021
1333,2026-06-02T16:58:32,4.573,54.077,124.008,6.127
1334,2026-06-02T16:58:33,3.099,43.346,121.719,6.087
1335,2026-06-02T16:58:33,3.074,52.982,121.723,6.136
1336,2026-06-02T16:58:33,2.892,55.522,120.410,5.509
1337,2026-06-02T16:58:33,3.156,49.532,130.514,5.902
1338,2026-06-02T16:58:33,3.224,50.144,120.068,5.746
1339,2026-06-02T16:58:34,3.116,47.904,126.444,6.742
1340,2026-06-02T16:58:34,31.006,56.352,127.737,5.925
1341,2026-06-02T16:58:34,75.199,56.432,123.570,5.651
1342,2026-06-02T16:58:34,2.945,53.624,135.442,5.409
1343,2026-06-02T16:58:34,4.207,56.228,122.464,5.713
1344,2026-06-02T16:58:35,3.143,50.245,115.752,5.452
1345,2026-06-02T16:58:35,3.329,49.839,127.775,5.820
1346,2026-06-02T16:58:35,3.400,55.079,121.957,6.237
1347,2026-06-02T16:58:35,60.218,53.709,139.573,6.033
1348,2026-06-02T16:58:35,31.932,55.105,122.959,5.606
1349,2026-06-02T16:58:35,3.223,47.683,116.370,5.674
1350,2026-06-02T16:58:36,3.187,46.798,119.309,5.424
1351,2026-06-02T16:58:36,23.433,54.407,131.312,5.876
1352,2026-06-02T16:58:36,3.473,60.690,119.601,5.597
1353,2026-06-02T16:58:36,91.781,57.762,115.575,5.571
1354,2026-06-02T16:58:36,14.082,53.223,123.780,5.413
1355,2026-06-02T16:58:37,20.247,57.286,115.955,6.253
1356,2026-06-02T16:58:37,20.136,51.975,112.331,5.950
1357,2026-06-02T16:58:37,339.015,64.058,124.988,5.345
1358,2026-06-02T16:58:37,14.720,47.317,115.538,5.751
1359,2026-06-02T16:58:38,4.232,48.482,120.475,5.825
1360,2026-06-02T16:58:38,66.769,54.918,115.530,6.179
1361,2026-06-02T16:58:38,6.923,46.410,118.753,5.378
1362,2026-06-02T16:58:38,91.717,51.355,125.336,5.258
1363,2026-06-02T16:58:38,95.209,50.165,123.879,5.508
1364,2026-06-02T16:58:38,12.549,45.356,118.123,5.999
1365,2026-06-02T16:58:39,279.457,47.398,130.574,6.487
1366,2026-06-02T16:58:39,4.071,48.652,112.798,5.545
1367,2026-06-02T16:58:39,3.081,49.293,127.244,5.036
1368,2026-06-02T16:58:39,61.592,44.293,121.430,6.078
1369,2026-06-02T16:58:39,3.384,49.754,118.008,5.576
1370,2026-06-02T16:58:40,71.594,58.243,113.677,5.888
1371,2026-06-02T16:58:40,67.129,47.589,111.628,5.773
1372,2026-06-02T16:58:40,57.851,53.399,120.145,6.121
1373,2026-06-02T16:58:40,107.825,47.576,129.101,5.300
1374,2026-06-02T16:58:40,3.002,46.931,120.062,5.910
1375,2026-06-02T16:58:41,7.666,46.920,122.905,6.240
1376,2026-06-02T16:58:41,10.974,58.277,129.480,6.144
1377,2026-06-02T16:58:41,52.024,55.482,124.933,5.833
1378,2026-06-02T16:58:41,4.378,53.164,130.603,5.937
1379,2026-06-02T16:58:41,62.892,52.376,112.834,5.706
1380,2026-06-02T16:58:41,19.281,53.437,123.570,5.423
1381,2026-06-02T16:58:42,64.044,55.267,120.381,6.571
1382,2026-06-02T16:58:42,341.509,48.076,108.621,5.898
1383,2026-06-02T16:58:42,3.054,53.833,112.388,5.278
1384,2026-06-02T16:58:42,3.859,59.981,113.803,6.845
1385,2026-06-02T16:58:43,2.687,65.213,142.714,8.129
1386,2026-06-02T16:58:43,2.975,55.771,129.254,7.153
1387,2026-06-02T16:58:43,11.989,52.883,132.859,5.515
1388,2026-06-02T16:58:43,2.800,47.154,124.494,5.598
1389,2026-06-02T16:58:44,3.229,51.193,119.703,5.824
1390,2026-06-02T16:58:44,3.900,53.718,119.821,5.130
1391,2026-06-02T16:58:44,2.839,48.527,125.281,5.811
1392,2026-06-02T16:58:44,5.547,60.261,115.135,5.316
1393,2026-06-02T16:58:44,3.282,47.914,125.878,5.912
1394,2026-06-02T16:58:44,3.365,51.797,122.273,5.502
1395,2026-06-02T16:58:45,2.963,52.558,121.869,6.034
1396,2026-06-02T16:58:45,112.535,53.839,121.432,7.018
1397,2026-06-02T16:58:45,81.021,53.576,122.777,6.247
1398,2026-06-02T16:58:45,20.732,51.594,124.900,5.597
1399,2026-06-02T16:58:45,297.197,45.388,123.545,6.393
1400,2026-06-02T16:58:46,2.899,53.896,123.638,6.645
1401,2026-06-02T16:58:46,7.436,50.058,128.090,6.510
1402,2026-06-02T16:58:46,48.924,51.872,130.639,5.872
1403,2026-06-02T16:58:46,3.038,59.240,129.603,6.148
1404,2026-06-02T16:58:46,79.696,51.273,132.419,5.576
1405,2026-06-02T16:58:47,3.250,48.025,124.739,6.897
1406,2026-06-02T16:58:47,3.182,51.221,128.411,6.448
1407,2026-06-02T16:58:47,184.273,55.161,121.284,5.727
1408,2026-06-02T16:58:47,2.894,49.738,125.621,6.290
1409,2026-06-02T16:58:47,3.130,48.320,121.852,7.122
1410,2026-06-02T16:58:47,3.307,48.686,127.071,6.502
1411,2026-06-02T16:58:48,3.119,54.191,122.407,5.222
1412,2026-06-02T16:58:48,3.163,47.536,130.135,5.367
1413,2026-06-02T16:58:48,3.003,52.254,127.603,6.146
1414,2026-06-02T16:58:48,43.639,45.974,126.609,5.801
1415,2026-06-02T16:58:48,2.887,48.731,131.393,6.494
1416,2026-06-02T16:58:49,16.494,56.315,122.922,5.875
1417,2026-06-02T16:58:49,79.726,51.553,120.926,5.086
1418,2026-06-02T16:58:49,4.033,48.736,125.132,6.028
1419,2026-06-02T16:58:49,66.882,51.617,128.629,6.217
1420,2026-06-02T16:58:49,3.198,58.007,134.551,5.873
1421,2026-06-02T16:58:50,3.062,47.156,125.503,5.987
1422,2026-06-02T16:58:50,3.017,52.660,128.407,6.080
1423,2026-06-02T16:58:50,8.213,50.467,115.633,6.487
1424,2026-06-02T16:58:50,125.432,49.845,124.025,5.758
1425,2026-06-02T16:58:51,304.856,61.210,121.325,5.679
1426,2026-06-02T16:58:51,97.200,53.396,118.166,5.573
1427,2026-06-02T16:58:51,52.932,46.466,121.165,5.534
1428,2026-06-02T16:58:51,55.211,46.820,118.527,6.021
1429,2026-06-02T16:58:51,3.069,51.793,119.874,6.409
1430,2026-06-02T16:58:51,12.632,60.404,130.054,5.604
1431,2026-06-02T16:58:52,3.281,48.037,128.432,5.385
1432,2026-06-02T16:58:52,98.880,53.902,129.181,6.170
1433,2026-06-02T16:58:52,80.917,56.440,131.626,5.913
1434,2026-06-02T16:58:52,5.511,53.395,128.027,5.153
1435,2026-06-02T16:58:53,3.058,63.041,135.707,5.919
1436,2026-06-02T16:58:53,2.803,56.360,130.264,6.081
1437,2026-06-02T16:58:53,4.203,56.881,126.048,5.470
1438,2026-06-02T16:58:53,11.360,49.650,124.854,5.541
1439,2026-06-02T16:58:53,2.734,49.272,141.611,5.637
1440,2026-06-02T16:58:54,76.588,57.168,122.961,6.482
1441,2026-06-02T16:58:54,2.956,61.575,129.936,6.038
1442,2026-06-02T16:58:54,11.422,47.598,124.487,6.649
1443,2026-06-02T16:58:54,3.109,50.543,126.701,5.640
1444,2026-06-02T16:58:54,3.054,54.196,126.751,5.596
1445,2026-06-02T16:58:54,3.219,51.687,127.921,6.121
1446,2026-06-02T16:58:55,3.678,55.008,134.744,5.549
1447,2026-06-02T16:58:55,2.842,50.479,133.792,5.712
1448,2026-06-02T16:58:55,19.848,55.801,132.478,6.657
1449,2026-06-02T16:58:55,3.145,52.843,123.818,5.785
1450,2026-06-02T16:58:55,72.448,57.903,128.307,5.979
1451,2026-06-02T16:58:56,93.044,53.871,130.192,6.142
1452,2026-06-02T16:58:56,10.466,54.928,121.438,5.551
1453,2026-06-02T16:58:56,55.983,57.016,132.627,5.662
1454,2026-06-02T16:58:56,64.239,55.197,133.373,5.669
1455,2026-06-02T16:58:56,3.096,47.458,124.468,6.031
1456,2026-06-02T16:58:57,3.160,53.704,127.150,5.551
1457,2026-06-02T16:58:57,67.611,56.559,123.497,5.273
1458,2026-06-02T16:58:57,55.161,49.656,120.443,6.404
1459,2026-06-02T16:58:57,96.836,51.189,123.067,5.516
1460,2026-06-02T16:58:57,11.814,50.056,120.159,6.155
1461,2026-06-02T16:58:58,73.141,46.575,135.689,6.314
1462,2026-06-02T16:58:58,59.874,55.174,130.636,6.090
1463,2026-06-02T16:58:58,61.886,54.033,129.368,5.557
1464,2026-06-02T16:58:58,3.177,53.922,129.226,5.649
1465,2026-06-02T16:58:58,2.937,58.902,124.457,6.280
1466,2026-06-02T16:58:59,3.220,42.502,134.235,5.628
1467,2026-06-02T16:58:59,14.731,53.444,126.928,5.721
1468,2026-06-02T16:58:59,68.694,50.811,126.079,6.210
1469,2026-06-02T16:58:59,7.081,50.086,116.537,5.837
1470,2026-06-02T16:58:59,20.023,48.005,124.644,6.374
1471,2026-06-02T16:58:59,3.226,47.341,114.396,6.081
1472,2026-06-02T16:59:00,4.234,50.093,111.117,5.635
1473,2026-06-02T16:59:00,2.863,46.577,125.888,6.446
1474,2026-06-02T16:59:00,3.336,48.332,125.484,6.140
1475,2026-06-02T16:59:00,2.911,56.010,120.011,6.246
1476,2026-06-02T16:59:00,73.618,49.708,127.041,5.812
1477,2026-06-02T16:59:01,3.319,56.770,137.302,5.637
1478,2026-06-02T16:59:01,2.918,59.781,130.348,5.835
1479,2026-06-02T16:59:01,71.240,50.539,140.206,6.987
1480,2026-06-02T16:59:01,5.802,50.200,129.265,6.053
1481,2026-06-02T16:59:01,6.606,52.418,122.908,6.114
1482,2026-06-02T16:59:02,2.958,47.800,131.562,5.687
1483,2026-06-02T16:59:02,355.487,65.467,129.301,5.647
1484,2026-06-02T16:59:02,69.206,62.550,120.765,5.994
1485,2026-06-02T16:59:02,2.928,53.911,124.724,5.808
1486,2026-06-02T16:59:03,2.949,55.723,123.822,5.954
1487,2026-06-02T16:59:03,13.102,62.020,126.053,6.308
1488,2026-06-02T16:59:03,56.626,55.322,130.717,6.034
1489,2026-06-02T16:59:26,3.776,88.872,150.278,6.133
1490,2026-06-02T16:59:27,53.779,48.644,125.697,7.206
1491,2026-06-02T16:59:27,83.284,51.966,148.840,6.505
1492,2026-06-02T16:59:27,19.116,56.604,128.311,6.342
1493,2026-06-02T16:59:27,12.550,47.552,123.668,5.685
1494,2026-06-02T16:59:27,62.541,55.537,132.576,6.157
1495,2026-06-02T16:59:28,3.474,50.973,124.813,5.842
1496,2026-06-02T16:59:28,304.273,55.662,127.782,5.920
1497,2026-06-02T16:59:28,68.908,62.517,120.796,5.440
1498,2026-06-02T16:59:28,226.986,49.169,131.278,5.681
1499,2026-06-02T16:59:28,2.957,50.262,133.522,5.557
1500,2026-06-02T16:59:28,3.645,57.036,122.104,5.554
1501,2026-06-02T16:59:29,3.031,53.061,125.614,6.460
1502,2026-06-02T16:59:29,3.077,52.798,125.480,5.386
1503,2026-06-02T16:59:29,3.071,46.725,125.210,6.545
1504,2026-06-02T16:59:29,3.127,49.821,119.471,7.067
1505,2026-06-02T16:59:29,49.153,53.892,122.129,5.768
1506,2026-06-02T16:59:30,3.241,55.180,120.188,5.408
1507,2026-06-02T16:59:30,66.318,52.807,125.101,5.508
1508,2026-06-02T16:59:30,8.352,63.298,121.473,6.508
1509,2026-06-02T16:59:30,58.718,47.226,115.929,6.009
1510,2026-06-02T16:59:30,3.032,53.801,122.250,5.418
1511,2026-06-02T16:59:31,12.725,46.307,117.126,6.131
1512,2026-06-02T16:59:31,3.030,54.545,113.156,5.581
1513,2026-06-02T16:59:31,66.227,61.470,125.831,5.978
1514,2026-06-02T16:59:31,12.713,61.471,121.788,5.871
1515,2026-06-02T16:59:31,30.793,50.379,115.980,5.715
1516,2026-06-02T16:59:31,2.937,47.245,127.972,6.266
1517,2026-06-02T16:59:32,79.567,58.943,121.341,7.134
1518,2026-06-02T16:59:32,3.006,53.026,120.980,6.065
1519,2026-06-02T16:59:32,3.057,56.416,119.204,5.956
1520,2026-06-02T16:59:32,2.829,66.984,122.715,5.740
1521,2026-06-02T16:59:33,12.509,47.955,121.023,5.369
1522,2026-06-02T16:59:33,27.306,52.295,127.077,4.729
1523,2026-06-02T16:59:33,46.209,60.443,126.400,6.084
1524,2026-06-02T16:59:33,65.191,59.211,125.873,7.898
1525,2026-06-02T16:59:33,3.250,53.245,122.842,5.112
1526,2026-06-02T16:59:33,4.066,54.850,136.380,5.059
1527,2026-06-02T16:59:34,4.468,55.629,118.428,5.646
1528,2026-06-02T16:59:34,59.157,55.343,116.078,7.225
1529,2026-06-02T16:59:34,11.327,53.207,149.717,5.299
1530,2026-06-02T16:59:34,3.124,53.665,117.262,5.317
1531,2026-06-02T16:59:34,3.157,58.462,122.772,6.021
1532,2026-06-02T16:59:35,71.891,53.719,120.006,5.340
1533,2026-06-02T16:59:35,3.169,44.199,118.570,6.609
1534,2026-06-02T16:59:35,3.069,54.807,113.640,5.767
1535,2026-06-02T16:59:35,132.181,53.675,120.061,5.620
1536,2026-06-02T16:59:35,50.423,48.846,129.686,5.730
1537,2026-06-02T16:59:36,3.264,47.881,122.230,5.990
1538,2026-06-02T16:59:36,3.201,48.527,131.263,6.879
1539,2026-06-02T16:59:36,53.512,50.442,126.966,5.575
1540,2026-06-02T16:59:36,2.863,59.342,118.283,5.374
1541,2026-06-02T16:59:36,2.998,48.423,119.686,5.545
1542,2026-06-02T16:59:37,2.930,52.755,123.643,5.768
1543,2026-06-02T16:59:37,4.475,52.263,119.351,6.391
1544,2026-06-02T16:59:37,96.627,53.347,127.956,5.611
1545,2026-06-02T16:59:37,3.002,53.178,129.246,5.420
1546,2026-06-02T16:59:37,89.596,50.816,120.542,5.856
1547,2026-06-02T16:59:38,14.628,51.280,122.281,6.296
1548,2026-06-02T16:59:38,3.167,51.829,122.437,5.509
1549,2026-06-02T16:59:38,3.152,51.824,119.398,5.676
1550,2026-06-02T16:59:38,9.925,148.341,103.327,5.762
1551,2026-06-02T16:59:38,3.210,48.630,130.561,5.531
1552,2026-06-02T16:59:39,3.755,52.311,131.262,5.878
1553,2026-06-02T16:59:39,8.165,43.350,133.832,6.139
1554,2026-06-02T16:59:39,75.201,54.324,118.382,5.987
1555,2026-06-02T16:59:39,98.473,48.259,128.158,6.391
1556,2026-06-02T16:59:39,13.808,48.451,125.503,6.443
1557,2026-06-02T16:59:40,3.281,51.228,118.627,5.202
1558,2026-06-02T16:59:40,62.363,51.939,119.258,6.325
1559,2026-06-02T16:59:40,57.315,52.146,127.894,5.460
1560,2026-06-02T16:59:40,26.567,49.569,119.647,5.622
1561,2026-06-02T16:59:40,21.913,52.493,123.237,4.881
1562,2026-06-02T16:59:41,84.164,53.633,115.586,5.828
1563,2026-06-02T16:59:41,44.224,55.522,126.785,5.562
1564,2026-06-02T16:59:41,30.395,55.084,123.043,6.291
1565,2026-06-02T16:59:41,56.150,59.704,126.130,5.783
1566,2026-06-02T16:59:41,65.601,48.725,125.621,5.410
1567,2026-06-02T16:59:41,3.167,54.962,116.921,6.376
1568,2026-06-02T16:59:42,3.510,51.960,126.629,6.085
1569,2026-06-02T16:59:42,3.179,52.497,122.810,5.329
1570,2026-06-02T16:59:42,64.169,47.157,118.670,5.716
1571,2026-06-02T16:59:42,3.026,52.026,125.300,5.732
1572,2026-06-02T16:59:43,59.621,52.439,125.642,5.778
1573,2026-06-02T16:59:43,3.230,52.418,119.771,6.122
1574,2026-06-02T16:59:43,200.165,55.857,122.830,5.858
1575,2026-06-02T16:59:43,66.075,49.699,121.061,5.297
1576,2026-06-02T16:59:43,267.376,53.440,119.781,6.072
1577,2026-06-02T16:59:43,11.091,62.065,113.154,5.836
1578,2026-06-02T16:59:44,18.273,50.512,116.588,6.895
1579,2026-06-02T16:59:44,52.676,44.611,121.902,5.166
1580,2026-06-02T16:59:44,3.035,45.792,125.335,5.522
1581,2026-06-02T16:59:44,54.811,48.296,117.165,5.803
1582,2026-06-02T16:59:44,3.009,52.795,128.751,5.953
1583,2026-06-02T16:59:45,41.204,48.661,119.782,6.617
1584,2026-06-02T16:59:45,72.930,51.672,119.124,5.790
1585,2026-06-02T16:59:45,3.031,49.130,116.633,5.481
1586,2026-06-02T16:59:45,269.811,45.154,122.383,5.689
1587,2026-06-02T16:59:45,12.971,46.723,126.240,5.578
1588,2026-06-02T16:59:46,3.250,75.893,136.000,7.126
1589,2026-06-02T16:59:46,3.544,57.093,122.163,5.581
1590,2026-06-02T16:59:46,3.126,51.495,119.696,5.429
1591,2026-06-02T16:59:46,3.066,54.046,123.177,4.910
1592,2026-06-02T16:59:46,2.748,57.483,124.591,5.508
1593,2026-06-02T16:59:47,27.682,57.329,121.809,5.865
1594,2026-06-02T16:59:47,3.038,54.283,119.210,5.854
1595,2026-06-02T16:59:47,59.896,51.017,123.786,5.260
1596,2026-06-02T16:59:47,144.695,53.329,119.926,5.592
1597,2026-06-02T16:59:47,3.772,52.835,123.033,5.444
1598,2026-06-02T16:59:48,14.452,55.999,121.468,5.913
1599,2026-06-02T16:59:48,9.460,59.323,121.700,5.442
1600,2026-06-02T16:59:48,2.853,46.998,124.176,6.818
1601,2026-06-02T16:59:48,5.205,53.498,131.733,5.472
1602,2026-06-02T16:59:48,3.042,56.206,114.215,6.456
1603,2026-06-02T16:59:49,5.225,55.946,126.079,5.945
1604,2026-06-02T16:59:49,3.304,58.713,120.838,5.361
1605,2026-06-02T16:59:49,7.213,49.126,131.072,5.602
1606,2026-06-02T16:59:49,3.592,51.984,118.758,5.409
1607,2026-06-02T16:59:50,2.992,52.442,125.453,5.778
1608,2026-06-02T16:59:50,2.971,65.283,126.227,6.227
1609,2026-06-02T16:59:50,66.034,50.667,119.704,5.193
1610,2026-06-02T16:59:50,7.282,49.253,122.755,5.932
1611,2026-06-02T16:59:50,3.443,51.542,117.213,6.219
1612,2026-06-02T16:59:50,3.005,53.064,123.130,5.406
1613,2026-06-02T16:59:51,2.906,54.190,116.519,5.767
1614,2026-06-02T16:59:51,2.940,43.596,117.879,5.416
1615,2026-06-02T16:59:51,2.853,54.692,114.380,5.755
1616,2026-06-02T16:59:51,3.640,58.229,122.293,6.355
1617,2026-06-02T16:59:52,68.887,47.998,117.772,5.800
1618,2026-06-02T16:59:52,3.600,55.613,121.264,7.560
1619,2026-06-02T16:59:52,48.622,54.354,122.277,5.503
1620,2026-06-02T16:59:52,14.352,51.913,121.615,5.719
1621,2026-06-02T16:59:52,66.516,46.981,115.481,5.899
1622,2026-06-02T16:59:53,63.495,50.127,118.976,12.124
1623,2026-06-02T16:59:53,3.175,51.668,120.550,5.670
1624,2026-06-02T16:59:54,5.263,65.701,130.036,5.443
1625,2026-06-02T16:59:54,3.527,50.211,120.972,5.145
1626,2026-06-02T16:59:55,1584.775,72.263,156.447,6.345
1627,2026-06-02T16:59:55,3.508,53.101,128.302,6.773
1628,2026-06-02T17:00:17,3.427,90.803,128.277,5.928
1629,2026-06-02T17:00:17,59.322,49.256,127.191,7.155
1630,2026-06-02T17:00:17,165.412,60.365,190.938,8.847
1631,2026-06-02T17:00:18,111.164,56.070,129.090,7.461
1632,2026-06-02T17:00:18,3.471,55.601,123.948,7.089
1633,2026-06-02T17:00:18,3.052,53.763,116.171,6.403
1634,2026-06-02T17:00:18,64.190,47.619,121.619,7.092
1635,2026-06-02T17:00:18,3.160,50.018,117.741,7.512
1636,2026-06-02T17:00:19,3.195,50.107,123.757,8.043
1637,2026-06-02T17:00:19,23.872,46.282,127.511,8.748
1638,2026-06-02T17:00:19,57.481,47.959,119.926,7.000
1639,2026-06-02T17:00:19,2.979,75.521,124.048,8.846
1640,2026-06-02T17:00:19,76.214,52.279,124.107,8.983
1641,2026-06-02T17:00:20,70.064,56.303,122.046,10.333
1642,2026-06-02T17:00:20,3.486,69.392,137.773,8.950
1643,2026-06-02T17:00:20,368.502,57.564,125.417,8.076
1644,2026-06-02T17:00:21,2.856,57.268,119.120,8.359
1645,2026-06-02T17:00:21,3.236,55.940,122.550,8.117
1646,2026-06-02T17:00:21,96.041,45.950,118.995,7.720
1647,2026-06-02T17:00:21,386.022,55.174,126.652,8.223
1648,2026-06-02T17:00:22,64.953,60.060,117.356,7.195
1649,2026-06-02T17:00:23,12.918,79.948,144.654,7.630
1650,2026-06-02T17:00:23,101.109,53.357,123.052,8.832
1651,2026-06-02T17:00:23,26.120,51.233,124.982,9.588
1652,2026-06-02T17:00:23,165.832,61.603,119.321,9.548
1653,2026-06-02T17:00:23,103.355,53.827,124.398,8.455
1654,2026-06-02T17:00:24,3.050,53.908,133.587,8.226
1655,2026-06-02T17:00:24,3.230,52.859,117.959,9.469
1656,2026-06-02T17:00:24,16.521,52.367,124.939,7.340
1657,2026-06-02T17:00:24,3.060,47.475,123.387,6.799
1658,2026-06-02T17:00:24,3.068,49.800,117.296,5.556
1659,2026-06-02T17:00:25,305.808,48.166,125.126,8.053
1660,2026-06-02T17:00:25,2.993,61.145,121.420,5.982
1661,2026-06-02T17:00:25,2.876,46.796,132.411,5.108
1662,2026-06-02T17:00:25,3.177,52.395,122.347,45.880
1663,2026-06-02T17:00:25,3.431,49.315,122.234,5.576
1664,2026-06-02T17:00:26,3.524,48.503,128.238,5.345
1665,2026-06-02T17:00:26,5.769,58.870,128.148,6.075
1666,2026-06-02T17:00:26,15.358,56.353,119.075,5.688
1667,2026-06-02T17:00:26,3.324,55.833,119.456,7.048
1668,2026-06-02T17:00:26,6.888,51.991,140.356,6.591
1669,2026-06-02T17:00:27,3.217,55.940,127.320,6.836
1670,2026-06-02T17:00:27,70.332,58.817,139.589,7.969
1671,2026-06-02T17:00:27,54.197,56.040,136.261,6.904
1672,2026-06-02T17:00:27,3.172,58.375,120.617,8.575
1673,2026-06-02T17:00:27,62.179,51.860,121.880,8.398
1674,2026-06-02T17:00:28,52.137,51.796,140.370,8.609
1675,2026-06-02T17:00:28,108.444,57.690,119.404,9.944
1676,2026-06-02T17:00:28,3.225,53.329,126.307,7.879
1677,2026-06-02T17:00:28,81.765,65.821,124.529,8.719
1678,2026-06-02T17:00:28,46.557,54.774,126.362,9.010
1679,2026-06-02T17:00:29,45.256,56.504,125.545,8.294
1680,2026-06-02T17:00:29,14.611,66.609,128.631,8.648
1681,2026-06-02T17:00:29,5.388,52.600,132.161,8.057
1682,2026-06-02T17:00:29,3.265,59.318,128.590,8.141
1683,2026-06-02T17:00:29,3.066,56.942,132.429,6.593
1684,2026-06-02T17:00:30,53.649,46.870,121.806,7.444
1685,2026-06-02T17:00:30,17.654,53.881,117.769,6.236
1686,2026-06-02T17:00:30,96.402,48.256,132.794,5.646
1687,2026-06-02T17:00:30,4.103,56.209,122.470,5.984
1688,2026-06-02T17:00:30,19.385,52.337,119.806,6.595
1689,2026-06-02T17:00:30,28.450,46.079,117.919,6.050
1690,2026-06-02T17:00:31,2.955,54.411,120.326,5.954
1691,2026-06-02T17:00:31,142.229,58.580,119.261,5.691
1692,2026-06-02T17:00:31,3.187,54.049,117.055,6.220
1693,2026-06-02T17:00:31,301.078,47.864,119.377,5.063
1694,2026-06-02T17:00:31,92.405,49.507,124.884,6.201
1695,2026-06-02T17:00:32,72.784,53.608,121.983,6.491
1696,2026-06-02T17:00:32,133.995,52.374,118.763,5.276
1697,2026-06-02T17:00:32,2.886,52.021,128.331,6.520
1698,2026-06-02T17:00:32,3.098,50.381,116.675,6.699
1699,2026-06-02T17:00:32,73.675,55.145,119.192,6.290
1700,2026-06-02T17:00:32,3.098,49.811,122.881,8.582
1701,2026-06-02T17:00:33,258.525,48.117,119.715,5.941
1702,2026-06-02T17:00:33,146.882,55.041,116.026,7.295
1703,2026-06-02T17:00:33,28.334,54.871,124.028,7.207
1704,2026-06-02T17:00:33,144.479,51.542,125.244,6.268
1705,2026-06-02T17:00:33,94.463,49.108,124.312,7.109
1706,2026-06-02T17:00:34,463.124,69.724,133.352,7.014
1707,2026-06-02T17:00:34,38.402,56.548,128.323,8.241
1708,2026-06-02T17:00:34,50.760,54.036,130.810,7.124
1709,2026-06-02T17:00:34,9.932,45.774,127.803,9.922
1710,2026-06-02T17:00:35,21.283,55.814,121.890,9.445
1711,2026-06-02T17:00:35,3.602,44.915,121.469,7.596
1712,2026-06-02T17:00:35,3.803,47.891,130.932,9.453
1713,2026-06-02T17:00:35,22.894,54.769,125.457,6.380
1714,2026-06-02T17:00:35,2.954,56.807,124.212,7.158
1715,2026-06-02T17:00:36,9.555,52.068,137.457,6.816
1716,2026-06-02T17:00:36,3.298,49.544,125.832,7.172
1717,2026-06-02T17:00:36,55.109,51.313,119.425,9.111
