frame_idx,timestamp,capture_ms,yolov8_ms,yoloworld_ms,annotate_ms
0,2026-06-02T15:42:27,561.944,338.160,321.245,14.021
1,2026-06-02T15:42:28,6.202,82.019,173.224,4.774
2,2026-06-02T15:42:28,3.722,76.963,169.628,4.001
3,2026-06-02T15:42:28,5.787,61.592,192.237,4.216
4,2026-06-02T15:42:29,3.327,95.933,175.217,9.326
5,2026-06-02T15:42:29,2.565,64.775,179.856,4.302
6,2026-06-02T15:42:29,3.376,84.988,183.593,4.251
7,2026-06-02T15:42:29,2.706,74.014,187.344,3.788
8,2026-06-02T15:42:30,3.947,75.259,182.713,6.161
9,2026-06-02T15:42:30,4.258,78.936,190.513,4.168
10,2026-06-02T15:42:30,5.026,76.328,166.081,3.766
11,2026-06-02T15:42:30,2.657,63.569,159.752,3.511
12,2026-06-02T15:42:31,2.698,60.322,169.796,3.984
13,2026-06-02T15:42:31,5.071,74.299,170.374,4.915
14,2026-06-02T15:42:31,2.856,72.425,165.549,3.806
15,2026-06-02T15:42:31,2.583,81.726,226.632,6.010
16,2026-06-02T15:42:32,2.046,102.386,267.063,5.337
17,2026-06-02T15:42:32,10.274,173.965,322.901,5.888
18,2026-06-02T15:42:33,2.784,173.931,300.210,5.893
19,2026-06-02T15:42:33,14.321,153.801,308.194,5.870
0,2026-06-02T16:51:57,3.247,302.271,216.068,11.248
1,2026-06-02T16:51:57,58.044,49.920,130.275,5.545
2,2026-06-02T16:51:57,21.071,49.948,123.464,5.322
3,2026-06-02T16:51:58,60.750,52.516,127.531,5.630
4,2026-06-02T16:51:58,63.771,54.824,121.003,5.172
5,2026-06-02T16:51:58,55.016,61.476,124.595,5.752
6,2026-06-02T16:51:58,57.190,56.686,121.673,5.925
7,2026-06-02T16:51:58,58.109,49.773,115.713,6.854
8,2026-06-02T16:51:58,3.036,46.053,120.833,5.857
9,2026-06-02T16:51:59,3.717,49.086,122.016,5.865
10,2026-06-02T16:51:59,59.122,45.487,126.352,5.417
11,2026-06-02T16:51:59,3.032,48.038,116.326,5.963
12,2026-06-02T16:51:59,59.416,51.328,119.462,6.184
13,2026-06-02T16:51:59,3.151,52.729,133.388,5.297
14,2026-06-02T16:52:00,3.305,48.538,119.395,5.685
15,2026-06-02T16:52:00,59.285,50.492,123.683,5.299
16,2026-06-02T16:52:00,3.118,52.040,126.051,5.850
17,2026-06-02T16:52:00,57.986,44.800,122.409,5.746
18,2026-06-02T16:52:00,51.662,56.290,127.961,5.324
19,2026-06-02T16:52:00,56.271,46.896,121.870,5.473
20,2026-06-02T16:52:01,2.959,56.661,124.709,5.178
21,2026-06-02T16:52:01,5.010,50.556,116.801,6.103
22,2026-06-02T16:52:01,58.697,52.021,124.196,5.669
23,2026-06-02T16:52:01,3.438,52.513,121.148,5.466
24,2026-06-02T16:52:01,319.203,45.816,125.291,5.467
25,2026-06-02T16:52:02,22.017,50.808,122.628,5.851
26,2026-06-02T16:52:02,62.320,52.665,121.611,5.748
27,2026-06-02T16:52:02,3.329,51.153,123.384,6.482
28,2026-06-02T16:52:02,3.303,53.596,120.419,5.827
29,2026-06-02T16:52:02,51.807,45.187,121.014,6.581
30,2026-06-02T16:52:03,58.609,54.828,115.023,5.806
31,2026-06-02T16:52:03,115.412,55.503,122.291,5.933
32,2026-06-02T16:52:03,3.124,56.821,117.861,5.324
33,2026-06-02T16:52:03,98.111,49.998,122.926,6.157
34,2026-06-02T16:52:03,3.265,50.158,127.461,5.193
35,2026-06-02T16:52:03,57.597,52.172,121.994,5.676
36,2026-06-02T16:52:04,3.029,56.408,134.874,5.060
37,2026-06-02T16:52:04,56.854,57.938,134.813,6.081
38,2026-06-02T16:52:04,5.741,55.243,142.119,5.663
39,2026-06-02T16:52:04,2.996,51.263,124.531,5.674
40,2026-06-02T16:52:05,285.569,57.429,114.451,5.990
41,2026-06-02T16:52:05,2.826,67.331,128.192,5.437
42,2026-06-02T16:52:05,2.855,55.346,124.803,4.807
43,2026-06-02T16:52:05,67.345,50.427,125.514,5.687
44,2026-06-02T16:52:05,3.558,47.745,124.543,5.809
45,2026-06-02T16:52:06,3.181,52.304,110.666,6.303
46,2026-06-02T16:52:06,69.368,54.017,117.754,6.598
47,2026-06-02T16:52:06,3.128,53.877,123.106,6.224
48,2026-06-02T16:52:06,13.143,46.284,121.440,4.775
49,2026-06-02T16:52:06,59.629,64.251,124.641,6.130
50,2026-06-02T16:52:06,69.758,44.844,113.379,5.097
51,2026-06-02T16:52:07,3.044,50.699,118.224,5.871
52,2026-06-02T16:52:07,2.937,54.218,121.849,5.532
53,2026-06-02T16:52:07,3.379,50.457,118.432,5.280
54,2026-06-02T16:52:07,2.952,48.659,134.378,6.316
55,2026-06-02T16:52:07,3.221,55.680,122.125,6.936
56,2026-06-02T16:52:08,3.607,45.274,113.220,8.598
57,2026-06-02T16:52:08,2.884,48.491,117.521,5.398
58,2026-06-02T16:52:08,3.865,56.547,119.859,5.849
59,2026-06-02T16:52:08,99.899,48.682,121.009,7.064
60,2026-06-02T16:52:08,3.001,53.352,129.935,5.508
61,2026-06-02T16:52:09,3.284,43.675,121.384,5.444
62,2026-06-02T16:52:09,2.987,47.664,118.795,5.393
63,2026-06-02T16:52:09,3.204,47.569,123.219,4.959
64,2026-06-02T16:52:09,85.187,47.074,117.723,7.670
65,2026-06-02T16:52:09,3.309,47.490,136.097,5.344
66,2026-06-02T16:52:09,2.888,57.811,121.243,5.798
67,2026-06-02T16:52:10,2.986,49.936,129.175,5.703
68,2026-06-02T16:52:10,3.042,53.742,121.582,5.296
69,2026-06-02T16:52:10,3.255,46.430,121.471,6.148
70,2026-06-02T16:52:10,3.180,52.226,111.551,5.665
71,2026-06-02T16:52:10,9.899,62.759,119.186,5.965
72,2026-06-02T16:52:11,20.249,56.564,122.619,5.725
73,2026-06-02T16:52:11,92.694,56.227,122.952,5.228
74,2026-06-02T16:52:11,78.174,55.039,127.987,6.248
75,2026-06-02T16:52:11,67.944,52.749,117.805,5.413
76,2026-06-02T16:52:11,2.924,50.134,130.823,5.255
77,2026-06-02T16:52:11,2.924,52.178,121.437,5.860
78,2026-06-02T16:52:12,2.992,54.363,119.453,5.792
79,2026-06-02T16:52:12,66.299,49.056,113.537,5.781
80,2026-06-02T16:52:12,64.022,53.766,111.845,7.084
81,2026-06-02T16:52:12,63.431,48.086,110.157,6.034
82,2026-06-02T16:52:12,69.516,48.636,128.755,5.572
83,2026-06-02T16:52:13,3.376,53.106,114.869,5.860
84,2026-06-02T16:52:13,3.047,50.773,125.952,5.131
85,2026-06-02T16:52:13,3.742,49.295,121.622,6.101
86,2026-06-02T16:52:13,3.203,58.943,118.141,5.447
87,2026-06-02T16:52:13,2.977,48.869,127.057,5.474
88,2026-06-02T16:52:14,2.960,47.966,116.610,5.889
89,2026-06-02T16:52:14,3.110,51.714,119.884,6.556
90,2026-06-02T16:52:14,3.826,49.448,124.232,5.939
91,2026-06-02T16:52:14,77.302,53.481,108.819,5.494
92,2026-06-02T16:52:14,55.719,49.452,123.864,5.396
93,2026-06-02T16:52:15,3.111,67.660,124.969,5.811
94,2026-06-02T16:52:15,3.008,58.463,117.935,5.939
95,2026-06-02T16:52:15,68.044,50.580,122.598,5.767
96,2026-06-02T16:52:15,16.795,49.912,119.935,5.280
97,2026-06-02T16:52:15,2.936,48.345,130.850,5.759
98,2026-06-02T16:52:15,2.935,50.397,125.505,6.230
99,2026-06-02T16:52:16,3.047,51.027,118.165,6.223
100,2026-06-02T16:52:16,12.941,52.556,123.024,5.038
101,2026-06-02T16:52:16,21.314,48.002,125.570,5.791
102,2026-06-02T16:52:16,3.157,56.391,123.111,5.811
103,2026-06-02T16:52:16,3.163,60.496,122.181,5.912
104,2026-06-02T16:52:17,4.268,56.026,116.091,6.986
105,2026-06-02T16:52:17,3.018,47.862,125.162,5.146
106,2026-06-02T16:52:17,2.953,55.553,126.217,5.848
107,2026-06-02T16:52:17,127.447,49.609,124.349,5.768
108,2026-06-02T16:52:17,3.012,46.024,128.762,6.005
109,2026-06-02T16:52:18,3.029,48.365,124.836,6.006
110,2026-06-02T16:52:18,3.321,55.166,116.001,6.236
111,2026-06-02T16:52:18,30.927,46.608,116.538,5.780
112,2026-06-02T16:52:18,98.440,57.426,114.941,5.448
113,2026-06-02T16:52:18,91.325,53.580,129.622,5.100
114,2026-06-02T16:52:19,64.601,76.418,121.657,5.860
115,2026-06-02T16:52:19,92.210,50.261,125.871,5.754
116,2026-06-02T16:52:19,33.232,50.003,116.863,5.959
117,2026-06-02T16:52:19,27.590,50.999,128.859,5.956
118,2026-06-02T16:52:19,72.614,56.445,118.534,6.354
119,2026-06-02T16:52:20,194.501,51.690,120.230,6.312
120,2026-06-02T16:52:20,3.146,46.886,119.289,6.000
121,2026-06-02T16:52:20,2.953,52.952,124.754,5.317
122,2026-06-02T16:52:20,3.318,52.759,122.725,5.949
123,2026-06-02T16:52:20,94.270,53.599,113.371,5.682
124,2026-06-02T16:52:21,3.273,44.810,120.677,5.287
125,2026-06-02T16:52:21,2.745,49.183,117.001,5.842
126,2026-06-02T16:52:21,3.168,48.035,113.546,5.633
127,2026-06-02T16:52:21,3.310,53.659,116.573,5.157
128,2026-06-02T16:52:21,3.321,51.338,119.341,5.963
129,2026-06-02T16:52:21,3.072,54.264,122.347,5.782
130,2026-06-02T16:52:22,3.220,50.432,125.978,6.094
131,2026-06-02T16:52:22,2.749,50.806,117.406,8.892
132,2026-06-02T16:52:22,6.067,50.123,120.956,5.809
133,2026-06-02T16:52:22,3.290,42.979,129.066,5.455
134,2026-06-02T16:52:22,141.074,46.196,122.059,5.655
135,2026-06-02T16:52:23,2.848,53.758,119.347,5.806
136,2026-06-02T16:52:23,3.179,56.383,123.165,5.121
137,2026-06-02T16:52:23,3.068,45.836,127.201,5.304
138,2026-06-02T16:52:23,5.854,53.900,118.973,6.800
139,2026-06-02T16:52:23,98.086,49.838,117.582,6.315
140,2026-06-02T16:52:24,106.249,49.061,123.977,5.357
141,2026-06-02T16:52:24,3.062,59.139,122.974,6.247
142,2026-06-02T16:52:24,85.736,60.737,122.365,5.258
143,2026-06-02T16:52:24,3.216,50.568,125.456,5.841
144,2026-06-02T16:52:24,13.853,55.130,120.415,5.875
145,2026-06-02T16:52:24,3.000,53.780,119.871,6.063
146,2026-06-02T16:52:25,57.526,47.717,123.100,5.028
147,2026-06-02T16:52:25,2.898,50.567,136.151,5.406
148,2026-06-02T16:52:25,59.790,46.403,118.450,5.213
149,2026-06-02T16:52:25,3.387,55.799,125.556,6.072
150,2026-06-02T16:52:25,43.860,52.636,119.932,6.415
151,2026-06-02T16:52:26,5.933,50.996,121.447,5.449
152,2026-06-02T16:52:26,3.227,53.656,119.131,5.958
153,2026-06-02T16:52:26,62.097,58.013,110.660,5.818
154,2026-06-02T16:52:26,61.708,53.767,119.787,5.398
155,2026-06-02T16:52:26,3.142,47.606,116.233,5.520
156,2026-06-02T16:52:26,3.028,49.609,117.080,6.036
157,2026-06-02T16:52:27,48.538,44.158,123.070,5.987
158,2026-06-02T16:52:27,3.258,64.018,116.604,6.175
159,2026-06-02T16:52:27,3.123,53.236,128.120,6.111
160,2026-06-02T16:52:27,10.270,51.861,120.102,5.977
161,2026-06-02T16:52:27,49.656,51.061,132.359,5.762
162,2026-06-02T16:52:28,21.674,51.148,126.570,5.897
163,2026-06-02T16:52:28,110.917,51.101,119.793,5.177
164,2026-06-02T16:52:28,316.818,61.931,120.408,6.160
165,2026-06-02T16:52:28,20.712,51.146,132.903,5.953
166,2026-06-02T16:52:28,39.594,50.452,111.824,5.403
167,2026-06-02T16:52:29,78.295,56.720,117.361,6.051
168,2026-06-02T16:52:29,2.984,51.472,121.269,6.182
169,2026-06-02T16:52:29,3.763,58.309,124.674,6.119
170,2026-06-02T16:52:29,7.278,48.082,117.585,5.266
171,2026-06-02T16:52:29,3.088,52.765,124.099,6.566
172,2026-06-02T16:52:29,24.177,47.775,121.336,5.312
173,2026-06-02T16:52:30,7.197,50.621,125.362,5.774
174,2026-06-02T16:52:30,3.251,55.051,124.782,5.537
175,2026-06-02T16:52:30,2.943,53.469,123.898,6.142
176,2026-06-02T16:52:30,2.999,44.749,128.281,5.863
177,2026-06-02T16:52:30,3.592,49.567,123.123,5.835
178,2026-06-02T16:52:31,2.874,54.294,119.443,5.792
179,2026-06-02T16:52:31,86.863,49.099,118.062,6.366
180,2026-06-02T16:52:31,81.594,50.460,118.066,6.090
181,2026-06-02T16:52:31,2.949,58.548,121.382,6.007
182,2026-06-02T16:52:31,2.895,52.896,111.338,5.799
183,2026-06-02T16:52:31,96.988,57.842,122.353,5.825
184,2026-06-02T16:52:32,3.178,51.787,130.497,7.060
185,2026-06-02T16:52:32,2.983,49.532,125.910,5.141
186,2026-06-02T16:52:32,2.883,44.466,129.787,5.773
187,2026-06-02T16:52:32,8.602,46.502,118.371,4.902
188,2026-06-02T16:52:32,69.422,51.582,119.347,5.421
189,2026-06-02T16:52:33,3.171,56.648,135.172,6.249
190,2026-06-02T16:52:33,5.798,48.677,119.508,5.973
191,2026-06-02T16:52:33,3.264,52.704,119.938,5.431
192,2026-06-02T16:52:33,3.110,54.852,117.828,5.832
193,2026-06-02T16:52:33,61.116,54.330,122.498,5.612
194,2026-06-02T16:52:34,4.190,49.974,114.325,6.200
195,2026-06-02T16:52:34,60.403,53.457,120.097,5.722
196,2026-06-02T16:52:34,168.920,49.946,117.208,6.272
197,2026-06-02T16:52:34,74.259,52.742,120.577,5.359
198,2026-06-02T16:52:34,65.233,53.813,121.312,6.255
199,2026-06-02T16:52:34,3.050,52.169,123.188,5.485
200,2026-06-02T16:52:35,2.975,54.895,127.538,5.514
201,2026-06-02T16:52:35,126.895,59.039,126.288,5.796
202,2026-06-02T16:52:35,53.028,55.420,124.021,5.633
203,2026-06-02T16:52:35,65.131,61.331,136.905,5.886
204,2026-06-02T16:52:35,75.577,56.252,130.486,6.501
205,2026-06-02T16:52:36,49.553,55.795,125.639,5.762
206,2026-06-02T16:52:36,3.284,55.213,129.205,5.601
207,2026-06-02T16:52:36,2.909,54.541,137.147,5.972
208,2026-06-02T16:52:36,3.187,53.902,131.042,5.765
209,2026-06-02T16:52:36,36.843,49.813,133.341,5.870
210,2026-06-02T16:52:37,3.122,54.216,118.195,6.119
211,2026-06-02T16:52:37,3.579,52.826,129.843,5.887
212,2026-06-02T16:52:37,3.544,58.058,113.542,5.396
213,2026-06-02T16:52:37,26.888,51.610,112.701,5.099
214,2026-06-02T16:52:37,3.053,50.245,121.022,6.337
215,2026-06-02T16:52:38,2.898,50.656,121.148,5.446
216,2026-06-02T16:52:38,20.307,54.002,125.389,5.670
217,2026-06-02T16:52:38,11.768,54.317,118.225,5.531
218,2026-06-02T16:52:38,36.654,51.580,123.478,5.683
219,2026-06-02T16:52:38,305.369,47.803,128.383,6.382
220,2026-06-02T16:52:38,37.533,55.303,124.934,5.804
221,2026-06-02T16:52:39,3.260,54.142,127.748,5.930
222,2026-06-02T16:52:39,3.208,52.429,127.068,6.053
223,2026-06-02T16:52:39,79.538,50.454,117.870,5.302
224,2026-06-02T16:52:39,11.301,55.879,123.493,7.565
225,2026-06-02T16:52:39,2.924,50.272,127.646,5.797
226,2026-06-02T16:52:40,3.705,55.565,131.183,5.843
227,2026-06-02T16:52:40,3.630,47.890,126.168,6.028
228,2026-06-02T16:52:40,80.248,57.086,122.164,5.945
229,2026-06-02T16:52:40,59.181,61.407,120.437,6.772
230,2026-06-02T16:52:40,3.353,52.690,126.595,7.065
231,2026-06-02T16:52:41,68.014,53.308,123.618,5.782
232,2026-06-02T16:52:41,12.832,56.793,118.640,5.525
233,2026-06-02T16:52:41,20.758,48.474,118.100,5.215
234,2026-06-02T16:52:41,81.226,48.531,119.665,6.069
235,2026-06-02T16:52:41,76.142,45.261,116.571,5.386
236,2026-06-02T16:52:41,3.128,52.206,137.079,5.300
237,2026-06-02T16:52:42,3.089,48.131,126.956,6.251
238,2026-06-02T16:52:42,22.282,57.907,126.520,5.705
239,2026-06-02T16:52:42,8.913,55.013,122.450,6.853
240,2026-06-02T16:52:42,85.948,74.716,142.394,5.440
241,2026-06-02T16:52:43,116.184,62.273,121.542,5.776
242,2026-06-02T16:52:43,234.777,51.396,125.871,5.216
243,2026-06-02T16:52:43,127.268,52.830,119.815,6.738
244,2026-06-02T16:52:43,179.365,50.627,122.950,5.030
245,2026-06-02T16:52:43,142.604,53.269,110.597,6.807
246,2026-06-02T16:52:43,121.289,53.020,128.248,5.554
247,2026-06-02T16:52:44,155.406,44.391,114.718,5.850
248,2026-06-02T16:52:44,199.728,47.194,127.576,5.811
249,2026-06-02T16:52:44,284.761,62.742,133.286,5.544
250,2026-06-02T16:52:44,186.381,55.674,119.755,6.314
251,2026-06-02T16:52:45,223.262,52.861,129.697,5.695
252,2026-06-02T16:52:45,61.839,47.722,128.809,5.408
253,2026-06-02T16:52:45,98.992,57.146,121.267,5.835
254,2026-06-02T16:52:45,3.194,53.661,122.058,6.560
255,2026-06-02T16:52:45,90.475,56.096,127.641,5.450
256,2026-06-02T16:52:45,94.583,46.833,126.619,5.769
257,2026-06-02T16:52:46,54.705,54.008,125.539,6.390
258,2026-06-02T16:52:46,62.962,40.925,128.418,5.842
259,2026-06-02T16:52:46,51.765,53.411,123.388,5.701
260,2026-06-02T16:52:46,24.976,51.793,116.879,5.172
261,2026-06-02T16:52:46,101.536,53.447,123.272,6.003
262,2026-06-02T16:52:47,33.524,49.300,136.663,5.219
263,2026-06-02T16:52:47,212.589,55.785,124.416,5.774
264,2026-06-02T16:52:47,359.719,57.980,121.298,5.819
265,2026-06-02T16:52:47,123.950,57.363,126.163,5.959
266,2026-06-02T16:52:47,87.938,48.889,133.136,5.421
267,2026-06-02T16:52:48,17.393,48.461,136.822,5.937
268,2026-06-02T16:52:48,3.289,49.027,127.343,5.915
269,2026-06-02T16:52:48,3.097,49.787,127.146,7.253
270,2026-06-02T16:52:48,19.595,54.248,125.015,5.283
271,2026-06-02T16:52:48,3.506,45.605,122.753,5.438
272,2026-06-02T16:52:49,3.082,47.220,121.715,6.310
273,2026-06-02T16:52:49,3.270,50.320,126.119,5.647
274,2026-06-02T16:52:49,3.090,47.929,118.104,8.053
275,2026-06-02T16:52:49,170.067,47.019,128.197,5.618
276,2026-06-02T16:52:50,478.300,56.840,123.191,5.699
277,2026-06-02T16:52:50,401.574,62.159,119.014,5.426
278,2026-06-02T16:52:50,488.128,67.901,126.221,5.886
279,2026-06-02T16:52:51,3.053,54.814,127.343,5.570
280,2026-06-02T16:52:51,97.317,62.057,120.860,5.999
281,2026-06-02T16:52:51,93.778,48.726,119.109,5.437
282,2026-06-02T16:52:51,130.844,55.190,123.427,5.366
283,2026-06-02T16:52:51,52.671,60.887,122.836,5.700
284,2026-06-02T16:52:52,91.591,51.920,124.720,6.558
285,2026-06-02T16:52:52,55.507,52.615,119.198,5.799
286,2026-06-02T16:52:52,218.820,48.503,120.492,5.342
287,2026-06-02T16:52:52,56.449,56.398,125.588,5.723
288,2026-06-02T16:52:52,44.387,51.165,131.245,23.432
289,2026-06-02T16:52:53,67.823,54.693,122.461,5.743
290,2026-06-02T16:52:53,3.165,50.205,116.500,5.874
291,2026-06-02T16:52:53,146.818,48.788,123.383,5.849
292,2026-06-02T16:52:53,73.513,53.702,123.391,5.718
293,2026-06-02T16:52:53,240.613,48.885,119.311,5.679
294,2026-06-02T16:52:55,1529.919,68.441,120.491,7.204
295,2026-06-02T16:52:55,533.368,74.856,127.512,5.729
296,2026-06-02T16:52:56,157.958,47.810,125.196,5.459
297,2026-06-02T16:52:56,3.371,50.090,121.808,5.400
298,2026-06-02T16:52:56,2.943,47.088,125.480,5.102
299,2026-06-02T16:52:56,3.175,50.323,128.664,6.312
300,2026-06-02T16:52:56,31.798,48.668,129.519,5.191
301,2026-06-02T16:52:56,3.332,53.259,118.809,5.954
302,2026-06-02T16:52:57,74.493,44.226,119.798,6.127
303,2026-06-02T16:52:57,142.091,60.152,134.243,5.314
304,2026-06-02T16:52:57,61.710,47.219,131.565,6.518
305,2026-06-02T16:52:57,3.031,50.344,126.971,6.307
306,2026-06-02T16:52:57,303.783,50.980,130.084,7.089
307,2026-06-02T16:52:58,142.231,47.304,124.386,7.364
308,2026-06-02T16:52:58,45.081,59.147,119.896,6.147
309,2026-06-02T16:52:58,103.799,52.931,133.905,5.928
310,2026-06-02T16:52:58,3.385,51.707,125.261,5.804
311,2026-06-02T16:52:58,35.078,54.539,125.110,7.197
312,2026-06-02T16:52:59,70.073,46.747,124.078,6.006
313,2026-06-02T16:52:59,84.227,60.574,118.003,5.831
314,2026-06-02T16:52:59,2.954,44.063,124.351,6.248
315,2026-06-02T16:52:59,3.452,49.032,120.915,5.715
316,2026-06-02T16:52:59,63.718,50.220,117.093,8.158
317,2026-06-02T16:53:00,109.092,48.353,115.713,6.363
318,2026-06-02T16:53:00,246.158,46.987,118.130,7.598
319,2026-06-02T16:53:00,547.068,59.904,122.596,6.404
320,2026-06-02T16:53:00,187.952,54.228,119.211,4.940
321,2026-06-02T16:53:01,127.104,52.644,112.155,6.082
322,2026-06-02T16:53:01,157.395,57.211,123.182,5.266
323,2026-06-02T16:53:01,74.884,50.718,119.301,5.716
324,2026-06-02T16:53:01,29.720,46.532,126.508,5.949
325,2026-06-02T16:53:01,27.288,51.628,118.574,6.502
326,2026-06-02T16:53:02,125.760,49.491,118.008,5.200
327,2026-06-02T16:53:02,117.585,55.804,113.766,5.838
328,2026-06-02T16:53:02,27.242,42.878,114.855,6.283
329,2026-06-02T16:53:02,101.774,44.658,113.787,6.262
330,2026-06-02T16:53:02,75.614,54.702,115.331,5.308
331,2026-06-02T16:53:02,106.182,46.530,118.722,6.403
332,2026-06-02T16:53:03,56.192,46.558,109.313,5.703
333,2026-06-02T16:53:03,69.039,55.404,113.965,5.828
334,2026-06-02T16:53:03,117.613,48.013,118.876,5.997
335,2026-06-02T16:53:03,99.274,43.313,119.485,6.572
336,2026-06-02T16:53:03,71.818,55.670,113.158,5.734
337,2026-06-02T16:53:04,384.627,58.076,118.858,7.336
338,2026-06-02T16:53:04,60.874,47.923,118.754,6.336
339,2026-06-02T16:53:04,41.330,45.680,117.375,5.990
340,2026-06-02T16:53:04,32.208,47.082,109.067,6.462
341,2026-06-02T16:53:04,27.147,53.650,139.085,6.130
342,2026-06-02T16:53:04,105.842,45.686,113.597,5.972
343,2026-06-02T16:53:05,3.076,45.238,114.762,6.412
344,2026-06-02T16:53:05,3.093,44.248,115.205,7.528
345,2026-06-02T16:53:05,30.168,53.930,118.464,6.275
346,2026-06-02T16:53:05,101.069,47.671,110.999,6.540
347,2026-06-02T16:53:05,3.020,54.522,132.600,6.343
348,2026-06-02T16:53:05,61.671,48.601,114.906,5.795
349,2026-06-02T16:53:06,230.240,49.658,118.532,7.251
350,2026-06-02T16:53:06,77.608,46.567,121.290,6.013
351,2026-06-02T16:53:06,44.700,50.514,121.305,6.192
352,2026-06-02T16:53:06,71.564,46.625,122.089,6.519
353,2026-06-02T16:53:06,54.876,63.026,115.378,6.020
354,2026-06-02T16:53:07,72.973,46.621,119.200,6.027
355,2026-06-02T16:53:07,269.595,54.516,115.790,5.541
356,2026-06-02T16:53:07,182.454,47.298,115.172,6.055
357,2026-06-02T16:53:07,364.923,45.604,120.631,5.605
358,2026-06-02T16:53:07,100.358,47.072,124.470,5.643
359,2026-06-02T16:53:08,39.102,46.038,114.551,5.956
360,2026-06-02T16:53:08,28.145,48.977,116.426,5.434
361,2026-06-02T16:53:08,90.106,62.051,111.450,5.969
362,2026-06-02T16:53:08,72.519,44.792,115.411,5.371
363,2026-06-02T16:53:08,3.271,49.351,132.857,6.654
364,2026-06-02T16:53:08,208.841,53.412,124.521,7.665
365,2026-06-02T16:53:09,98.904,72.110,125.623,5.652
366,2026-06-02T16:53:09,135.497,46.589,119.234,5.825
367,2026-06-02T16:53:09,50.057,50.990,115.925,5.928
368,2026-06-02T16:53:09,343.188,49.044,122.203,6.534
369,2026-06-02T16:53:10,58.718,56.863,126.053,5.114
370,2026-06-02T16:53:10,60.824,53.985,123.554,6.109
371,2026-06-02T16:53:10,72.678,49.034,124.008,5.539
372,2026-06-02T16:53:10,474.228,73.238,130.886,5.950
373,2026-06-02T16:53:11,299.208,51.040,118.826,5.624
374,2026-06-02T16:53:11,110.641,48.131,116.335,8.118
375,2026-06-02T16:53:11,198.634,49.905,116.524,6.265
376,2026-06-02T16:53:11,410.188,45.348,117.701,5.622
377,2026-06-02T16:53:12,75.914,54.793,110.433,6.002
378,2026-06-02T16:53:12,331.138,43.681,143.320,4.902
379,2026-06-02T16:53:12,3.967,59.455,123.061,5.456
380,2026-06-02T16:53:12,4.412,53.670,122.913,5.797
381,2026-06-02T16:53:12,30.972,54.471,124.249,5.816
382,2026-06-02T16:53:13,4.190,53.963,125.858,6.453
383,2026-06-02T16:53:13,4.220,48.617,119.011,5.733
384,2026-06-02T16:53:13,3.323,51.827,114.437,5.571
385,2026-06-02T16:53:13,54.172,50.687,118.107,6.851
386,2026-06-02T16:53:13,3.347,49.685,116.743,5.843
387,2026-06-02T16:53:13,54.827,48.972,122.944,6.463
388,2026-06-02T16:53:14,62.489,54.559,122.226,5.332
389,2026-06-02T16:53:14,3.079,49.773,121.807,7.195
390,2026-06-02T16:53:14,12.343,48.556,121.181,6.877
391,2026-06-02T16:53:14,63.701,49.299,119.299,6.073
392,2026-06-02T16:53:15,238.174,52.500,126.017,5.531
393,2026-06-02T16:53:15,3.194,54.202,127.279,5.905
394,2026-06-02T16:53:15,29.039,49.150,122.555,6.339
395,2026-06-02T16:53:15,98.919,53.274,118.178,6.270
396,2026-06-02T16:53:15,66.536,49.635,121.381,5.726
397,2026-06-02T16:53:16,2.991,52.436,125.354,5.251
398,2026-06-02T16:53:16,9.399,44.688,125.158,5.881
399,2026-06-02T16:53:16,202.688,46.684,119.795,6.998
400,2026-06-02T16:53:16,2.937,52.414,123.187,5.871
401,2026-06-02T16:53:16,14.098,46.023,119.701,5.474
402,2026-06-02T16:53:17,3.214,49.418,117.309,5.101
403,2026-06-02T16:53:17,2.964,48.232,112.651,5.410
404,2026-06-02T16:53:17,3.049,55.663,114.306,6.401
405,2026-06-02T16:53:17,3.827,57.831,122.362,5.251
406,2026-06-02T16:53:18,585.024,52.017,138.570,5.507
407,2026-06-02T16:53:18,3.650,64.666,137.117,4.806
408,2026-06-02T16:53:19,32.392,47.082,122.958,6.214
409,2026-06-02T16:53:19,490.440,44.003,121.062,6.711
410,2026-06-02T16:53:19,184.619,45.468,117.959,6.528
411,2026-06-02T16:53:19,100.683,61.089,124.939,5.836
412,2026-06-02T16:53:20,63.523,44.467,119.505,6.349
413,2026-06-02T16:53:20,3.397,50.537,127.554,5.419
414,2026-06-02T16:53:20,135.108,48.111,114.640,5.956
415,2026-06-02T16:53:20,88.062,46.641,113.026,5.644
416,2026-06-02T16:53:20,122.706,50.811,119.216,5.708
417,2026-06-02T16:53:20,3.130,46.434,120.450,6.138
418,2026-06-02T16:53:21,76.702,54.794,124.256,5.577
419,2026-06-02T16:53:21,3.030,46.755,126.599,5.394
420,2026-06-02T16:53:21,3.151,52.119,116.940,5.016
421,2026-06-02T16:53:21,3.184,43.308,115.611,5.797
422,2026-06-02T16:53:21,2.925,44.238,119.957,5.810
423,2026-06-02T16:53:22,2.999,43.320,115.545,5.876
424,2026-06-02T16:53:22,157.640,50.510,118.083,6.440
425,2026-06-02T16:53:22,314.735,45.436,119.590,6.261
426,2026-06-02T16:53:22,20.786,51.158,120.835,6.732
427,2026-06-02T16:53:22,97.990,48.266,117.454,6.102
428,2026-06-02T16:53:23,204.153,48.420,113.684,5.959
429,2026-06-02T16:53:23,3.431,49.347,114.045,6.614
